Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
383258  Bluegrass Community & Technical,MUS  100,Intro to Music,MUSC GER,UG14
383258  Bluegrass Community & Technical,MUS  222,History & Sociology Rock Music,MUSC GER,UG11
383258  Bluegrass Community & Technical,NAA  100,Nursing Assistant Skills I,NURS ELE,UG14
383258  Bluegrass Community & Technical,NAA  100,Nursing Assistant Skills I,GEN. ELE,UG12
383258  Bluegrass Community & Technical,NFS  101,Human Nutrition & Wellness,NURS 200,UG11
383258  Bluegrass Community & Technical,PH   172,Physics for Health Sciences,PHYS ELE,UG15
383258  Bluegrass Community & Technical,PHI  100,Intro to Philosophy,PHIL 160,UG15
383258  Bluegrass Community & Technical,PHI  100,Intro to Philosophy,PHIL 160,UG14
383258  Bluegrass Community & Technical,PHI  130,Ethics,PHIL ELE,UG14
383258  Bluegrass Community & Technical,PHI  130,Intro to Philosophy Morality,PHIL ELE,UG11
383258  Bluegrass Community & Technical,PHY  201,College Physics I,PHYS 201,UG14
383258  Bluegrass Community & Technical,PHY  202,College Physics I Lab,PHYS 201L,UG14
383258  Bluegrass Community & Technical,PHY  231,General University Physics I,PHYS 205,UG14
383258  Bluegrass Community & Technical,PHY  241,General Univ Physics I Lab,PHYS 205L,UG14
383258  Bluegrass Community & Technical,PSY  110,General Psychology,PSYC 103,UG15
383258  Bluegrass Community & Technical,PSY  110,General Psychology,PSYC 103,UG14
383258  Bluegrass Community & Technical,PSY  110,General Psychology,PSYC 103,UG11
383258  Bluegrass Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG12
383258  Bluegrass Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG15
383258  Bluegrass Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG14
383258  Bluegrass Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG11
383258  Bluegrass Community & Technical,PY   110,General Psychology,PSYC 103,UG11
383258  Bluegrass Community & Technical,REL  101,Intro to Religion Studies,THEO ELE,UG12
383258  Bluegrass Community & Technical,SED  101,Sign Language I,GEN. ELE,UG14
383258  Bluegrass Community & Technical,SOC  101,Intro to Sociology,SOC. 101,UG14
383258  Bluegrass Community & Technical,SOC  101,Intro to Sociology,SOC. 101,UG11
383258  Bluegrass Community & Technical,SOC  101,Intro to Sociology,SOC. 101,UG15
383258  Bluegrass Community & Technical,SPA  101,Elemen Spanish I,SPAN 101,UG14
383258  Bluegrass Community & Technical,SPA  102,Elemen Spanish II,SPAN 102,UG14
383258  Bluegrass Community & Technical,SPA  102,Elemen Spanish II,SPAN 102,UG12
383258  Bluegrass Community & Technical,STA  200,Stats: Force in Hum Judg,MATH 200,UG11
383258  Bluegrass Community & Technical,STA  200,Stats: Force in Hum Judg,MATH 200,UG12
383258  Bluegrass Community & Technical,STA  210,Intro to Statistical Reasoning,MATH 205,UG14
383258  Bluegrass Community & Technical,STA  210,Intro to Statistical Reasoning,MATH 200,UG14
383258  Bluegrass Community & Technical,WGS  200,Intro to Wmen's Gnd Std Soc Sc,WGST 200,UG14
82347  Boston University,MA   142,Int Linear Alg,MATH 215,UG14
293957  Boyce College,2925-A,Survey of Christian Ethics,MBA. ELE,GR15
293957  Boyce College,3482,Pastrl Care N Human Crises,MBA. ELE,GR15
293957  Boyce College,40300-B,The Practice of the Ministry,MBA. ELE,GR15
293957  Boyce College,4440-V,Supv Min Exp: Institutions,MBA. ELE,GR15
293957  Boyce College,BL   101,Wvold Testament Survey I,THEO ELE,UG14
293957  Boyce College,BL   111,Hermeneutics,THEO ELU,UG12
293957  Boyce College,BL   151,New Testament Survey,THEO 302,UG14
293957  Boyce College,BL   151,New Testament Survey,THEO GER,UG11
293957  Boyce College,BL   152,New Testament Survey II,THEO 304,UG12
293957  Boyce College,BL   321,Interpreting Wisdowm Literat,THEO ELE,UG14
293957  Boyce College,BL 101-B,Old Testament Survey I,THEO ELE,UG14
293957  Boyce College,BL 102-C,Old Testament Survery II,THEO 301,UG14
293957  Boyce College,BL 111-A,Hermeneutics,THEO ELE,UG14
293957  Boyce College,BL 151-A,New Testament Survey I,THEO 302,UG14
293957  Boyce College,BL 152-A,New Testament Survey II,THEO 304,UG14
293957  Boyce College,CM 101-A,Introduction to Computers,C.S. 116,UG14
293957  Boyce College,CN   101,Intro to Biblical Counseling,GEN. ELE,UG11
293957  Boyce College,EN   101,English Composition I,ENGL 101,UG14
293957  Boyce College,EN   101,English Composition I,ENGL 101,UG12
293957  Boyce College,EN   102,English Composition II,ENGL ELE,UG14
293957  Boyce College,EN 101-A,English Composition I,ENGL 101,UG14
293957  Boyce College,EN 102-C,English Composition II,ENGL ELE,UG14
293957  Boyce College,HS   171,American History,HIST 201,UG14
293957  Boyce College,HS   201,Church History I,THEO 316,UG14
293957  Boyce College,MA   102,Comtemporary Mathematics,MATH ELE,UG14
293957  Boyce College,MS 101-A,Intro to Christian Missns,THEO ELE,UG14
293957  Boyce College,MS 105-A,Personal Evangelism,THEO ELE,UG14
293957  Boyce College,MU   160,Boyce Chapel Ensemble,MUSE 123,UG12
293957  Boyce College,MU   165,Class Piano I,MUSI 111,UG12
293957  Boyce College,MU   171,Applied Major: Voice,MUSI 115,UG12
293957  Boyce College,PH   108,Worldview Analysis,PHIL ELE,UG14
293957  Boyce College,PH 111-A,Worldviews I,PHIL ELE,UG14
293957  Boyce College,PH 321-A,Religion in the Public Square,THEO 337,UG14
293957  Boyce College,PS   101,Intro to Psychology,PSYC 103,UG14
293957  Boyce College,PS   221,Marriage and the Family,THEO ELE,UG14
293957  Boyce College,SP 105-A,Intro to Public Speaking,COMM 103,UG14
293957  Boyce College,TH 211-B,Christian Theology I,THEO ELE,UG14
293957  Boyce College,TH 212-A,Christian Theology,THEO ELE,UG14
293957  Boyce College,WIS  417,Pract of Min for Women in LD,THEO ELE,UG14
293957  Boyce College,YM   187,SME Youth: Survey I,GEN. ELE,UG12
72082  Bradley University,BIO  101,Life Science I,BIOL ELE,UG13
72082  Bradley University,CIV  101,Western Civ to 1600,HIST 116,UG13
72082  Bradley University,EHS  120,University Experience,IDC. 100,UG13
72082  Bradley University,ENG  101,English Composition,ENGL 101,UG13
72082  Bradley University,MUS  109,Music Appreciation,MUSC GER,UG13
72082  Bradley University,SOC  100,Sociological Perspect,SOC. 101,UG12
82059  Brandman University,ANA  113,Human Anatomy,BIOL 108,UG12
82059  Brandman University,CHE  101,General Chemistry Lecture,CHEM 103,UG12
82059  Brandman University,ENG  102,Writing 2,ENGL ELE,UG12
82059  Brandman University,NTR  108,Human Nutrition,NURS 200,UG12
82059  Brandman University,PGY  300,Human Physiology,BIOL 109,UG12
82059  Brandman University,PHI  337,Soc & Eth Values in Med,PHIL ELU,UG12
82059  Brandman University,PSY  101,Introductory Psychology,PSYC 103,UG12
82059  Brandman University,SOC  101,Introduction to Sociology,SOC. 101,UG12
82059  Brandman University,STA  119,Statistical Methods,MATH 205,UG12
82059  Brandman University,STA  119,Statistical Methods,MATH ELE,UG12
82059  Brandman University,UBE  101,University Experience,IDC. 100,UG12
82059  Brandman University,UGC  111,World Civilization 1,HIST 116,UG12
82059  Brandman University,UGC  112,World Civilization 2,HIST 117,UG12
72083  Brescia University,BU   101,Intro Brescia Univ,IDC. 100,UG11
72083  Brescia University,BU   102,Intro Brescia Univ,GEN. ELE,UG11
72083  Brescia University,ENG  101,Writing I,ENGL 101,UG11
72083  Brescia University,PSY  105,Intro Psych,PSYC 103,UG11
72083  Brescia University,SOC  204,Prin Soc,SOC. 101,UG11
72083  Brescia University,TH   101,Old Testament,THEO GER,UG11
72083  Brescia University,TH   109,Intro Ministry,THEO GER,UG11
181390  Brigham Young University,ADVIS101,Coll Survival,IDC. 100,UG11
181390  Brigham Young University,ART  103,Introduction to Visual Arts,ART. GER,UG11
181390  Brigham Young University,BS   100,Principles of Biology,BIOL 130,UG11
181390  Brigham Young University,BS  100L,Lab,BIOL 130L,UG11
181390  Brigham Young University,ENG  111,College Composition,ENGL 101,UG11
181390  Brigham Young University,ENG  250,Introduction to Literature,ENGL 200,UG11
181390  Brigham Young University,FAML 201,Dating & Marriage Preparation,GEN. ELE,UG11
181390  Brigham Young University,GEOG 101,Introduction Physical Geography,S.S. ELE,UG11
181390  Brigham Young University,HIST 121,United States History since 1877,HIST 202,UG11
181390  Brigham Young University,HS   131,Personal Health & Fitness,EXSC ELE,UG11
181390  Brigham Young University,MS   110,Basic Military Leadership,GEN. ELE,UG11
181390  Brigham Young University,MS   121,Fundamentals of Military Science,GEN. ELE,UG11
181390  Brigham Young University,MUSI 105,Class Piano Level I,MUSI 100,UG11
181390  Brigham Young University,PH   137,Weather and Climate,GEN. ELE,UG11
181390  Brigham Young University,PHSCS121,Principles of Physics I,PHYS 205,UG13
181390  Brigham Young University,PHSCS123,"Intro to Waves, Optics, Thermo",PHYS 206,UG14
181390  Brigham Young University,REL  122,Book of Mormon,THEO GER,UG11
181390  Brigham Young University,REL  227,The Pearl of Great Price,THEO ELE,UG11
181390  Brigham Young University,REL  231,Doctrines of the Gospel,THEO ELE,UG11
181390  Brigham Young University,REL  233,Teach of The Living Prophets,THEO ELE,UG11
181390  Brigham Young University,REL  261,Introduction to Family History,THEO ELE,UG11
181390  Brigham Young University,SOC  111,Introduction to Sociology,SOC. 101,UG11
181390  Brigham Young University,SOC  112,Social Problems,SOC. 201,UG11
181390  Brigham Young University,SOC  223,Racial & Ethnic Relations,SOC. ELE,UG11
181390  Brigham Young University,SOC  283,Juvenile Delinquency,SOC. ELE,UG11
77457  Broome Community College,BIO  117,Principles of Biology I,BIOL 130,UG11
77457  Broome Community College,BIO  131,Human Biology I,BIOL GER,UG11
77457  Broome Community College,BIO  132,Human Biology II,BIOL GER,UG11
77457  Broome Community College,BIO  150,Microbiology,BIOL 202,UG11
77457  Broome Community College,BIO  200,Ecology: The Everglades,BIOL ELE,UG11
77457  Broome Community College,CHM  145,General Chemistry I,CHEM 103,UG11
77457  Broome Community College,CHM 145L,Chemistry Laboratory,CHEM 103L,UG11
77457  Broome Community College,COL  105,Academic Planning Seminar,IDC. 100,UG11
77457  Broome Community College,HIS  116,The West & The World to 1500,HIST 116,UG11
77457  Broome Community College,HIS  117,The West and The World sin1500,HIST 117,UG11
77457  Broome Community College,HIS  131,United States History II,HIST 202,UG11
77457  Broome Community College,LIT  200,Introduction to Literature,ENGL 200,UG11
77457  Broome Community College,PED  119,Personal Fitness,EXSC ELE,UG11
77457  Broome Community College,PHY  161,Physics I Mechanics Heat,PHYS 201,UG11
77457  Broome Community College,PHY  162,Physics II Wave and Motion,PHYS 202,UG11
181533  Bryan College,PHIL 112,Understanding the Times,PHIL ELE,UG11
77921  Burlington County College,CHE  107,Chemistry,CHEM 109,UG12
77921  Burlington County College,CHE  108,Chemistry Laboratory,CHEM 109L,UG12
77921  Burlington County College,ENG  101,College Composition I,ENGL 101,UG12
77921  Burlington County College,ENG  102,College Composition II,ENGL ELE,UG12
77921  Burlington County College,ETS  105,Recordings Engineering I,GEN. ELU,UG12
77921  Burlington County College,PSY  101,Introduction to Psychology,PSYC 103,UG12
77921  Burlington County College,REL  205,Comparative Religion,THEO GER,UG12
77921  Burlington County College,SOC  101,Principles of Sociology,SOC. 101,UG12
281419  Butler Universit (MERGED:72085),AR   210,Statistically Speaking,MATH 200,UG13
281419  Butler Universit (MERGED:72085),FYS  102,First Year Seminar,IDC. 101,UG13
281419  Butler Universit (MERGED:72085),GWS  100,"Perspective in Gend, Women & Sex",GEN. ELE,UG13
281419  Butler Universit (MERGED:72085),PS   202,Learning,PSYC 230,UG13
281419  Butler Universit (MERGED:72085),SP   203,Intermediate Spanish I,SPAN 201,UG13
281419  Butler Universit (MERGED:72085),TI   255,Politics of Alice Walker,GEN. ELE,UG13
72085  Butler University,AC   203,Introduction to Accounting,ACCT 101,UG14
72085  Butler University,AC   203,Introduction to Accounting,ACCT 101,UG12
72085  Butler University,AR   210,Statistically Speaking,MATH 200,UG12
72085  Butler University,BI   105,Introductory Cell Biology,BIOL ELE,UG11
72085  Butler University,BI   120,Principles of Biology I,BIOL 130,UG11
72085  Butler University,BI   121,Biological Investigations I,BIOL 130L,UG11
72085  Butler University,BI   201,Ecology & Evolutionary Biology,BIOL ELE,UG14
72085  Butler University,BI   202,Cellular & Molecular Biology,BIOL 231,UG14
72085  Butler University,BI   203,Genetics-Fundamentals,BIOL 240,UG14
72085  Butler University,BI   323,Principles of Immnology,BIOL ELU,UG14
72085  Butler University,BI   411,Principles of Physiology,BIOL 314,UG14
72085  Butler University,CC   102,first year Seminar,GEN. ELE,UG11
72085  Butler University,CH   105,General Chemistry,CHEM 103,UG11
72085  Butler University,CH   105,General Chemistry,CHEM 103,UG14
72085  Butler University,CH   105,General Chemistry,CHEM 103,UG12
72085  Butler University,CH   106,General Chemistry,CHEM 103,UG12
72085  Butler University,CH   106,General Chemistry,CHEM 104,UG14
72085  Butler University,CH   106,General Chemistry,CHEM 103,UG11
72085  Butler University,CH   351,Organic Chemistry I,CHEM 205,UG11
72085  Butler University,CH   351,Organic Chemistry I,CHEM 205,UG14
72085  Butler University,COM  101,Rhetoric and The American Demo,COMM 103,UG12
72085  Butler University,ED   112,Intro to Profession of Tchng,EDUC ELE,UG11
72085  Butler University,ED   245,Intro to Computers in Educ,EDUC ELE,UG11
72085  Butler University,EN   246,Inquiries in Am Lit & His II,ENGL GER,UG11
72085  Butler University,FYS  101,First Year Seminar,IDC. 101,UG12
72085  Butler University,FYS  101,First Year Seminar,IDC. 101,UG14
72085  Butler University,FYS  102,First Year Seminar,GEN. ELE,UG14
72085  Butler University,FYS  102,First Year Seminar,IDC. 101,UG14
72085  Butler University,FYS  102,First Year Seminar,GEN. ELE,UG12
72085  Butler University,GHS  201,Global and Historical Studies,GEN. ELE,UG11
72085  Butler University,GHS  203,Global and Historical Studies,HIST ELE,UG14
72085  Butler University,GHS  206,Gobal and Historical Studies,HIST ELE,UG14
72085  Butler University,GHS  207,Global and Historical Studies,HIST ELE,UG14
72085  Butler University,GHS  208,Global & Historical Studies,HIST ELE,UG14
72085  Butler University,GHS  208,Global & Historical Studies,HIST ELE,UG12
72085  Butler University,GR   102,Beginning German 2,GERM 102,UG12
72085  Butler University,IS   470,Topics International Studies,GEN. ELU,UG12
72085  Butler University,LC   103,Exploratory Studies,IDC. 100,UG12
72085  Butler University,LC   103,Exploratory Studies,GEN. ELE,UG14
72085  Butler University,MA   101,Algebra,MATH 105,UG12
72085  Butler University,MA   102,Precalculus,MATH 116,UG14
72085  Butler University,MA   106,Calculus & Analytic Geometry I,MATH 117,UG14
72085  Butler University,MA   106,Calculus & Analytic Geometry I,MATH 117,UG11
72085  Butler University,MA   107,Calculus & Analytic Geometry,MATH 118,UG14
72085  Butler University,MA   125,Business Calculus,MATH 125,UG12
72085  Butler University,MA   162,Statistical Methods,MATH 200,UG14
72085  Butler University,MA   208,Calculus & Analytic Geometry,MATH 216,UG14
72085  Butler University,MA   215,Linear Algebra,MATH 215,UG13
72085  Butler University,NW   204,Survey of Biology,BIOL GER,UG12
72085  Butler University,NW   205,Urban Ecology,BIOL GER,UG14
72085  Butler University,PCA  200,Introduction to Visual Art,ART. GER,UG14
72085  Butler University,PCA  200,Introduction to Visual Art,ART. GER,UG12
72085  Butler University,PCA  241,Music in Action,MUSC GER,UG14
72085  Butler University,PE   127,Intro Health PE Recreatn Dance,GEN. ELE,UG12
72085  Butler University,PE   128,Intro to Health Education,GEN. ELE,UG12
72085  Butler University,PE   224,Coordinated School Health,GEN. ELE,UG12
72085  Butler University,PO   141,Intro International Politics,P.S. 106,UG12
72085  Butler University,PS   202,Learning,PSYC ELE,UG12
72085  Butler University,PS   235,Biological Bases of Behavior,BIOL ELE,UG14
72085  Butler University,PS   396,Directed Research,PSYC ELU,UG12
72085  Butler University,PX   325,Ethical Issues in Health Care,PHIL 430,UG11
72085  Butler University,SO   101,Introductory Sociology,SOC. 101,UG11
72085  Butler University,SO   311,Law and Society,P.S. 324,UG14
72085  Butler University,SO   329,The Society of Racism,SOC. ELU,UG14
72085  Butler University,SO   333,European Societies,SOC. ELE,UG12
72085  Butler University,SO   360,Selected Topics in Criminology,CJS. ELU,UG14
72085  Butler University,SO   381,Social Work and Social Policy,GEN. ELU,UG14
72085  Butler University,SP   101,Beginning Spanish I,SPAN 101,UG14
72085  Butler University,SP   102,Beginning Spanish II,SPAN 102,UG14
72085  Butler University,SP   203,Intermediate Spanish I,SPAN 201,UG14
